
Constraints: | input size:100000 | input range: 0-1000000
m=122497 | m1=1250 | m2=1250 | A=0.618034 | c1=1 | c2=2 | chain_m=625 | division=0
914222 | 32983 

874386 | 32741 

507567 | 80550 

763485 | 83285 

10961 | 33141 

185119 | 102158 

599433 | 118574 

403755 | 38357 

384911 | 9878 

749142 | 26753 

3678 | 15803 

811203 | 3157 

828005 | 28524 

157614 | 99112 

425499 | 103409 

760132 | 50460 

672341 | 72276 

499605 | 106688 

972454 | 76498 

361133 | 57384 

206679 | 79226 

872775 | 75278 

429251 | 86691 

801053 | 120143 

268863 | 57857 

766810 | 78754 

890120 | 50721 

894272 | 60168 

658224 | 98513 

292441 | 58517 

955266 | 104893 

554337 | 13134 

660102 | 57823 

840377 | 67295 

43706 | 97202 

406281 | 57204 

830519 | 118859 

394665 | 47059 

641398 | 93626 

560670 | 14267 

64913 | 53936 

752002 | 97459 

55860 | 46378 

628972 | 9061 

761886 | 54333 

147292 | 56626 

989010 | 97411 

555201 | 10851 

171880 | 83541 

153131 | 19934 

100292 | 105935 

240360 | 79566 

825144 | 4607 

86660 | 101116 

180018 | 29716 

884702 | 110971 

839682 | 1928 

360354 | 2447 

113016 | 89333 

48421 | 100909 

635580 | 5214 

791941 | 55746 

156371 | 72622 

544687 | 9705 

494391 | 54110 

360996 | 97728 

902572 | 21228 

122407 | 84089 

843567 | 9528 

653228 | 13034 

340538 | 7161 

146154 | 17099 

873077 | 31946 

507651 | 70120 

172419 | 98280 

205920 | 68471 

122918 | 61472 

427796 | 57359 

349933 | 59752 

15693 | 98902 

708881 | 67615 

486276 | 11749 

15227 | 98432 

871693 | 110462 

255169 | 14071 

668597 | 82168 

591974 | 6425 

69557 | 72292 

785904 | 47025 

724906 | 66962 

767483 | 71022 

195820 | 50919 

409848 | 121789 

772613 | 11533 

393288 | 43041 

514824 | 89450 

710554 | 64046 

607004 | 12654 

627346 | 18461 

442221 | 74544 

743439 | 69892 

178983 | 70730 

494531 | 118392 

715929 | 55801 

913036 | 34415 

941171 | 81733 

705780 | 3500 

388932 | 23925 

313229 | 20611 

259619 | 44849 

441044 | 22359 

965417 | 63614 

113787 | 28600 

995687 | 49997 

757003 | 71487 

97817 | 28257 

648621 | 100915 

926882 | 70994 

610931 | 15040 

611031 | 113454 

299446 | 98707 

656553 | 8503 

215480 | 118074 

771017 | 87206 

573073 | 72522 

484790 | 85430 

31323 | 83130 

342005 | 87502 

786589 | 90301 

235914 | 106624 

124593 | 86821 

571053 | 20013 

527709 | 12025 

218481 | 83775 

192004 | 122249 

300840 | 42282 

82359 | 81004 

912334 | 51582 

154904 | 114778 

899921 | 93733 

576436 | 4941 

981810 | 116432 

569577 | 115785 

730295 | 16146 

313660 | 66260 

508967 | 110878 

290344 | 56401 

729127 | 32843 

678360 | 65732 

640769 | 2564 

987779 | 121930 

879431 | 30472 

275507 | 84539 

412119 | 67301 

926261 | 95603 

162737 | 122157 

505365 | 91471 

772896 | 122223 

151424 | 21891 

412321 | 48052 

322597 | 111554 

669073 | 104729 

591901 | 114654 

839863 | 107784 

411640 | 62611 

882191 | 2764 

651126 | 122369 

21024 | 66954 

287444 | 19827 

993492 | 100882 

876329 | 13147 

160346 | 34049 

330029 | 17060 

556528 | 26911 

460937 | 89750 

223822 | 73918 

943748 | 41748 

3766 | 63208 

287303 | 2335 

617095 | 83823 

189099 | 74629 

472043 | 75721 

849240 | 22613 

973093 | 67154 

102070 | 89328 

114021 | 104542 

928626 | 52776 

915563 | 6472 

418030 | 91666 

264730 | 16885 

315492 | 95447 

294928 | 64707 

753871 | 110386 

470193 | 31270 

762217 | 1568 

697815 | 47511 

535957 | 78705 

804915 | 101434 

176241 | 113703 

415825 | 120460 

203586 | 8284 

905972 | 59883 

251300 | 115315 

663438 | 28594 

904439 | 5236 

489952 | 121131 

775407 | 107933 

336089 | 52091 

377285 | 116794 

612428 | 39157 

775123 | 44033 

565882 | 37927 

648557 | 33030 

856947 | 45637 

474496 | 80299 

74129 | 29589 

615932 | 111565 

645826 | 51304 

962163 | 53496 

442594 | 16563 

14099 | 80995 

911133 | 19877 

969809 | 113260 

923628 | 60876 

932646 | 113612 

456393 | 47311 

875248 | 1541 

991405 | 120857 

803441 | 103626 

399673 | 61050 

796198 | 52156 

697561 | 49884 

280640 | 7178 

657166 | 113217 

517797 | 17795 

669954 | 42004 

394510 | 72138 

44498 | 33862 

717213 | 1368 

485919 | 56076 

14014 | 15718 

484885 | 50301 

627826 | 98857 

499301 | 121102 

870992 | 80839 

479328 | 121977 

256339 | 26293 

333112 | 65910 

359174 | 90632 

291391 | 66395 

317821 | 22090 

414929 | 27551 

151627 | 78350 

827975 | 84747 

649558 | 112901 

676972 | 86413 

306460 | 85281 

519241 | 71826 

922975 | 112791 

952481 | 77373 

754291 | 58236 

520683 | 96939 

156983 | 101630 

819605 | 91548 

10983 | 106241 

563891 | 98481 

186757 | 21270 

122811 | 45592 

630249 | 37162 

224573 | 91499 

562994 | 52362 

111846 | 77112 

376094 | 107180 

593605 | 8071 

475973 | 60235 

891683 | 49144 

152803 | 54827 

588862 | 89506 

778550 | 44336 

155760 | 119322 

280250 | 3104 

106700 | 27757 

913798 | 27298 

750719 | 105102 

497419 | 103957 

243053 | 1845 

74397 | 107143 

117939 | 38047 

758481 | 4632 

923747 | 5268 

931093 | 14783 

367500 | 60129 

182904 | 108860 

385155 | 107912 

851991 | 48522 

189936 | 110698 

544803 | 94466 

445227 | 51290 

259272 | 111267 

618751 | 18199 

6165 | 21993 

601714 | 86177 

733785 | 8628 

963984 | 107382 

38645 | 113125 

370861 | 86127 

667086 | 100621 

201273 | 67988 

47284 | 14592 

530974 | 119942 

79420 | 31774 

517892 | 105163 

264141 | 14187 

431190 | 9261 

382337 | 31990 

500937 | 11296 

368757 | 44048 

314092 | 65118 

755536 | 113643 

443799 | 106103 

252893 | 57514 

421952 | 83006 

153452 | 67574 

487880 | 51746 

960048 | 36115 

905644 | 94776 

747322 | 48575 

425428 | 118058 

571397 | 93963 

318385 | 92057 

896543 | 5680 

814431 | 4837 

74749 | 51770 

28541 | 37738 

595268 | 104908 

419456 | 7935 

224915 | 14035 

307757 | 35067 

320675 | 6044 

373165 | 80040 

384494 | 44156 

742380 | 8889 

378945 | 109006 

500700 | 75723 

372395 | 93984 

436435 | 81323 

521021 | 84137 

844325 | 67073 

384017 | 68384 

730625 | 10170 

855321 | 55036 

155160 | 18827 

194756 | 101367 

541494 | 85344 

848521 | 100223 

882295 | 36516 

398604 | 100453 

830846 | 8258 

888762 | 15178 

63940 | 11421 

407131 | 97492 

119133 | 29789 

828407 | 83606 

901505 | 89548 

196743 | 105475 

931331 | 26064 

355494 | 45911 

446752 | 112763 

877638 | 13942 

154406 | 19117 

530741 | 119706 

168744 | 64604 

452823 | 598 

885676 | 106697 

215921 | 63316 

183568 | 32246 

536803 | 61158 

20759 | 94025 

834755 | 117876 

568833 | 15670 

228121 | 65112 

167789 | 37354 

410321 | 39725 

727505 | 100078 

426534 | 62394 

143142 | 76097 

253492 | 82302 

480728 | 29808 

780426 | 97226 

672219 | 23260 

455488 | 8019 

669803 | 2421 

851982 | 102138 

47887 | 97215 

660125 | 84133 

231003 | 86422 

594054 | 68984 

24327 | 111820 

772943 | 5557 

930182 | 11235 

54480 | 60232 

451288 | 39531 

101370 | 12916 

342156 | 4588 

337524 | 37241 

504171 | 99729 

701914 | 86872 

416119 | 83955 

139725 | 97884 

841242 | 18223 

572924 | 61857 

970913 | 28678 

463113 | 70390 

800512 | 76487 

191079 | 38774 

744027 | 119379 

54745 | 33161 

899506 | 34432 

603374 | 78389 

627090 | 114412 

139959 | 51330 

763613 | 96558 

155340 | 48975 

223701 | 100608 

901729 | 20903 

953524 | 29532 

280266 | 111948 

376520 | 19286 

758245 | 22269 

955010 | 78348 

250110 | 58912 

664287 | 115672 

159651 | 91179 

651891 | 97380 

867566 | 33745 

912261 | 37313 

925829 | 96744 

917230 | 38647 

426471 | 70217 

98640 | 106897 

483413 | 81411 

905734 | 48602 

251000 | 65067 

622238 | 28553 

600432 | 47030 

189304 | 37509 

924615 | 60820 

508260 | 116999 

415563 | 7162 

810876 | 113758 

323810 | 71770 

51171 | 51110 

848233 | 100984 

47093 | 9142 

326139 | 120911 

196731 | 54467 

716973 | 83667 

456264 | 80828 

706273 | 88116 

661027 | 18801 

389197 | 119351 

771396 | 115978 

946193 | 53153 

100201 | 76402 

712156 | 75126 

520421 | 106138 

746307 | 11274 

358246 | 25030 

696839 | 22868 

146497 | 15342 

628894 | 106244 

447776 | 96447 

84186 | 99146 

610934 | 119665 

656724 | 92268 

85467 | 62585 

124699 | 26993 

356332 | 35190 

533328 | 101813 

637859 | 66397 

84124 | 60179 

564796 | 15276 

395138 | 87493 

588978 | 51770 4980 

737653 | 76671 

958144 | 68367 

915855 | 63547 

325073 | 19945 

274057 | 66253 

52001 | 47216 

799907 | 87443 

16658 | 25746 

909487 | 107592 

313080 | 9946 

765524 | 104269 

268688 | 38754 

838442 | 80063 

527387 | 11174 

806452 | 91418 

997089 | 109243 

307989 | 82092 

215311 | 63227 

917415 | 79842 

527826 | 49996 

183354 | 486 

937726 | 66164 

817541 | 15336 

325885 | 786 

922194 | 28936 

829417 | 109861 

874218 | 53601 

673410 | 32873 

458045 | 46350 

633353 | 83405 

378288 | 103085 

468650 | 77029 

837871 | 92630 

929985 | 41529 

753765 | 47716 

679199 | 8222 

734007 | 33561 

686644 | 40444 

829283 | 9835 

620894 | 72936 

23292 | 30338 

396534 | 59986 

49690 | 13340 

961398 | 78485 

586218 | 79478 

363443 | 15553 

25742 | 52788 

563407 | 82746 

51466 | 90312 

801398 | 24807 

77073 | 89865 

89213 | 81612 

68144 | 37744 

44336 | 18977 

2883 | 97016 

444057 | 39069 

599619 | 112979 

536445 | 29778 

15288 | 61691 

891489 | 61566 

892183 | 51226 

553264 | 117199 

621470 | 71414 

706269 | 30281 

605761 | 108662 

732490 | 87759 

197692 | 45973 

876246 | 99284 

763655 | 91343 

860334 | 80073 

385400 | 36658 

961454 | 30700 

525659 | 15739 

765009 | 69051 

621937 | 25094 

549289 | 33275 

832519 | 4689 

5068 | 24040 

171691 | 107008 

973431 | 54352 

770970 | 81375 

775651 | 83470 

441857 | 78908 

627153 | 106590 

186777 | 65452 

468862 | 79872 

389658 | 108775 

513511 | 30819 

650745 | 64679 

620457 | 63031 

685954 | 108620 

247831 | 120226 

369623 | 70683 

868594 | 75265 

186969 | 24112 

681720 | 16023 

98541 | 84190 

809998 | 36114 

575034 | 68192 

431812 | 60360 

840528 | 106878 

580353 | 107732 

803507 | 77932 

515371 | 97362 

902535 | 37488 

503012 | 62810 

232885 | 103567 

225064 | 24700 

806751 | 65959 

20983 | 25379 

596539 | 46256 

785206 | 122027 

993670 | 102113 

857655 | 115223 

376183 | 107796 

87779 | 49672 

985978 | 112226 

615788 | 111945 

222507 | 108867 

837557 | 84953 

655968 | 63641 

384386 | 75066 

920786 | 5434 

169481 | 2259 

828401 | 119350 

802386 | 100459 

665376 | 120451 

456634 | 40720 

927652 | 57050 

548015 | 109799 

416317 | 6871 

475548 | 101339 

745745 | 92722 

917822 | 23473 

371356 | 77164 

982393 | 32377 

365852 | 118926 

500427 | 109621 

784795 | 120561 

89552 | 22020 

770892 | 56061 

475311 | 43269 

753805 | 13583 

358863 | 65083 

53830 | 94275 

520049 | 117329 

510469 | 23544 

520975 | 31517 

66553 | 1966 

315523 | 114930 

808250 | 118994 

212669 | 82116 

533605 | 3254 

285860 | 24012 

376568 | 100824 

565648 | 84482 

708557 | 37847 

51156 | 17973 

598382 | 50745 

755669 | 15464 

671148 | 33745 109452 

460530 | 23622 

384982 | 117726 

936022 | 50250 

183139 | 15516 

335786 | 19715 

285789 | 38661 

178103 | 86666 

710333 | 114820 

888031 | 41779 

791222 | 10858 

82270 | 80389 

411225 | 3310 

917301 | 23998 

621931 | 60839 

443555 | 8070 

151461 | 5631 

43990 | 38606 

184362 | 120320 

886335 | 19038 

289131 | 96184 

343923 | 12680 

16030 | 10392 

370541 | 114194 

289855 | 29620 

506309 | 20923 

632775 | 56009 

664615 | 80778 

685256 | 61125 

514129 | 24083 

25294 | 67582 

33052 | 31775 

390227 | 67291 

73221 | 8169 

348903 | 111812 

698667 | 116717 

859686 | 20536 

502413 | 38021 

169209 | 111864 

255582 | 44455 

613478 | 31279 

410535 | 71485 

319975 | 52128 

612080 | 29868 

921180 | 67343 

799622 | 70331 

223961 | 62492 

272489 | 56784 

703541 | 30682 

763135 | 45079 

136743 | 100658 

736058 | 105554 

157048 | 228 

915702 | 117543 

746841 | 14968 

333607 | 56947 

679193 | 43966 

641760 | 60344 

645339 | 53441 

776154 | 67680 

887800 | 70461 

894363 | 89702 

181434 | 46391 

676074 | 87084 

219407 | 120459 

757411 | 90825 

942488 | 75701 

837444 | 104817 

760923 | 33909 

956031 | 79904 

403558 | 68651 

85168 | 88045 

102137 | 16844 

243841 | 3166 

328974 | 13893 

833041 | 79870 

775205 | 4685 

944974 | 6184 

606819 | 93957 

514641 | 77173 

627776 | 110899 

661493 | 19271 

224475 | 22003 

907262 | 92203 

925267 | 55695 

469309 | 111867 

902564 | 28054 

977201 | 52899 

134380 | 49906 

17409 | 43328 

538432 | 33886 

396474 | 49936 

49128 | 94788 

512772 | 64247 

223721 | 22294 

237299 | 103815 

398359 | 49210 

726267 | 84634 

632637 | 20645 

341567 | 1890 

428148 | 1986 

275973 | 85010 

245087 | 11784 

258298 | 115542 

238262 | 1742 

572616 | 18436 

796931 | 54473 

15111 | 13671 

922485 | 10303 

716834 | 95093 

118138 | 36671 

107308 | 121426 

126954 | 108655 

248755 | 5496 

886918 | 57479 

78674 | 25238 

991754 | 83356 

666629 | 46534 

512139 | 37847 113554 

590538 | 68065 

947750 | 87320 

249747 | 16486 

559092 | 105205 

556579 | 90577 

318894 | 40523 

448512 | 80892 

443897 | 53102 

900630 | 116529 

494052 | 113702 

674787 | 36892 

596377 | 31372 

53130 | 17862 

755598 | 30113 

485780 | 67502 

667949 | 22631 

692188 | 87046 

997605 | 97672 

986912 | 19587 

310133 | 90039 

237518 | 24124 

80117 | 3561 

231672 | 20854 

844853 | 106510 

250958 | 70282 

914659 | 42888 

216617 | 81894 

867435 | 38345 

696935 | 63447 

760245 | 30596 

563887 | 40646 

130613 | 33487 

733932 | 112872 

428833 | 45262 

785954 | 34984 

556365 | 58817 

736702 | 107255 

972241 | 120445 

775896 | 12217 

562170 | 20512 

274094 | 49992 

676021 | 116997 

334584 | 34800 

94934 | 53737 

204594 | 5621 

853532 | 96342 

96911 | 35754 

430306 | 89859 

539280 | 45256 

640404 | 53718 

850662 | 3544 

865166 | 121751 

584151 | 21138 

617967 | 74714 

833187 | 108407 

221995 | 55776 

234277 | 18225 

610804 | 77474 

478378 | 105772 

304480 | 121136 

251006 | 29323 

723847 | 5960 

961003 | 63366 

946557 | 48789 

203165 | 107224 

827074 | 103290 

505822 | 23060 

449913 | 64431 

987984 | 84809 

318579 | 79635 

161868 | 113394 

904252 | 57621 

350654 | 11060 

126908 | 56035 

462910 | 13931 

388271 | 82666 

214672 | 72571 

179924 | 18055 

311637 | 31622 

506483 | 86816 

558349 | 80797 

68143 | 84534 

21807 | 57229 

437226 | 64772 

812023 | 99669 

604540 | 32775 

232268 | 63514 

850938 | 74272 

496995 | 98271 

119354 | 101512 

538205 | 120404 

575305 | 5377 

987354 | 40537 

725469 | 61222 

214107 | 49394 

699271 | 30054 

13466 | 54595 

286391 | 45577 

292279 | 43633 

229985 | 66993 

491105 | 71298 

153615 | 35668 

240256 | 45814 

89951 | 94974 

474494 | 51382 

36108 | 118977 

736922 | 103272 

670782 | 9192 

298323 | 92316 

792201 | 17629 

529447 | 29551 

415320 | 107332 

723824 | 102146 

580908 | 108818 

129069 | 3539 

786877 | 89541 

69748 | 77742 

992719 | 10201 

886719 | 58856 

736587 | 98202 

42189 | 28903 

925054 | 99642 

890687 | 102816 

407294 | 65586 

865128 | 62304 

940637 | 78039 

739524 | 118515 

385020 | 54676 

587128 | 7318 

653370 | 106233 

721100 | 37886 

811484 | 84930 

543407 | 121973 

990535 | 36387 

188121 | 21069 

50958 | 95057 

260461 | 91963 

598982 | 28743 

824136 | 7270 

141644 | 98769 

84132 | 53352 

689467 | 4914 

265922 | 102206 

359288 | 23978 

199533 | 21544 

809134 | 38397 

59664 | 46537 

557683 | 5995 

873673 | 74607 

526668 | 88784 

718949 | 112474 

670891 | 53990 

134454 | 17385 

267172 | 46162 

360865 | 102327 

698785 | 107898 

843722 | 106946 

252416 | 81742 

407676 | 76486 

274580 | 94644 

837583 | 93391 

96913 | 64672 

459529 | 66248 

569850 | 81887 

314998 | 57621 10831 

991636 | 92175 

685223 | 12724 

958878 | 23894 

235433 | 73017 

34995 | 12180 

35436 | 79920 

442904 | 88902 

223972 | 37793 

459691 | 81132 

298116 | 100519 

308708 | 4483 

296034 | 9043 

331683 | 45016 

347072 | 35835 

940660 | 104349 

117538 | 58672 

27787 | 38028 

925162 | 68733 

710457 | 70257 

968533 | 38369 

481374 | 60427 

645196 | 7032 

375787 | 16969 

431913 | 111984 

542414 | 35275 

313854 | 53838 

759283 | 85880 

407636 | 110619 

596983 | 96124 

243450 | 45882 

743420 | 101417 

861996 | 101202 

320240 | 25057 

76919 | 68154 

492295 | 5205 

146998 | 93131 

41482 | 35024 

46917 | 36828 

357182 | 75478 

810786 | 37435 

815599 | 110638 

694172 | 109027 

323605 | 108891 

617847 | 54614 

825956 | 107945 

725583 | 117065 

137272 | 93306 

611470 | 29779 

665041 | 115381 

842083 | 112127 

718391 | 6763 

289814 | 110543 

811764 | 90996 

259380 | 80358 

425401 | 33913 

109968 | 117802 

823576 | 117636 

740791 | 2028 

682375 | 115523 

109947 | 120409 

479405 | 71584 

550355 | 11744 

738793 | 22619 

98245 | 91777 

835125 | 77767 

790823 | 60401 

375114 | 24702 

132110 | 57604 

889358 | 57839 

82800 | 26247 

322763 | 61776 

471973 | 43581 

666901 | 59427 

85390 | 112978 

828631 | 14960 

673318 | 50130 

913136 | 10332 

627057 | 66011 

576073 | 85013 

887551 | 83879 

724740 | 116740 

978064 | 97406 

629005 | 57462 

316496 | 34948 

151103 | 96748 

27215 | 97385 

300544 | 49870 

115354 | 84858 

323419 | 114486 

481642 | 15484 

134873 | 12024 

316386 | 36940 

315097 | 80327 

656871 | 74015 

558831 | 67614 

170367 | 73076 

727915 | 25837 

313369 | 84892 

609150 | 49519 

690487 | 53260 

416200 | 91397 

507529 | 21103 

121860 | 76177 

647837 | 34932 

750618 | 53478 

800065 | 44492 

669967 | 46223 

614214 | 15724 

784227 | 115256 

536145 | 102027 

960629 | 45639 

659444 | 98693 

793478 | 45731 

982104 | 79927 

516449 | 4343 

3723 | 115213 

570166 | 118482 

625729 | 96741 

272997 | 52040 

232550 | 98497 

592313 | 69330 

772172 | 66290 

980683 | 52206 

630348 | 59869 

885282 | 44788 

593200 | 93358 

671208 | 43795 

467855 | 35745 

482178 | 48095 

141257 | 76823 

583059 | 34231 

274132 | 109439 

303706 | 77245 

243626 | 18196 

709176 | 106818 

449031 | 51449 

179028 | 47643 

251200 | 16901 

973184 | 96687 

635971 | 84995 

363646 | 72012 

437138 | 17366 

333686 | 35471 

10058 | 22767 

10172 | 78610 

931338 | 66027 

486725 | 72662 

546255 | 19173 

845252 | 56968 

965401 | 77267 

840779 | 122377 

800686 | 19883 

108691 | 89701 

373674 | 28506 

941032 | 93159 

375318 | 34371 

565636 | 33473 

516933 | 20078 

137660 | 68462 

135596 | 114747 

459022 | 24203 

61807 | 101273 

558629 | 86862 

779910 | 108797 

6408 | 44319 

686534 | 42436 

988533 | 121639 

538491 | 90725 

384778 | 108057 

509580 | 93096 

597272 | 48573 

103703 | 119892 

551343 | 87396 

345438 | 52061 

473301 | 12851 

990299 | 54024 

212370 | 107575 

512374 | 66999 

534875 | 113889 

625221 | 101486 

731346 | 83976 

969972 | 81354 

654446 | 106793 

807648 | 112078 

88199 | 120019 

41543 | 120781 

61648 | 68517 

889223 | 4603 

818837 | 11912 

98292 | 97608 

630324 | 80348 

476943 | 120622 

187465 | 90856 

30643 | 50899 

901121 | 49730 

744832 | 60257 

573318 | 1269 

594746 | 29726 

653991 | 81624 

165257 | 54251 

858233 | 20122 

90169 | 62073 

132744 | 37214 

533758 | 71754 

866337 | 87182 

253754 | 73103 

884842 | 52756 

198288 | 88634 

876750 | 36704 

223071 | 56336 

318491 | 32230 

689439 | 90056 

806315 | 9265 

698151 | 5791 

187299 | 18136 

241607 | 41394 

779533 | 108942 

676145 | 72435 

425771 | 116301 

334291 | 24515 

168650 | 52943 

875537 | 76488 

839079 | 41801 

230052 | 117006 

625529 | 22410 

898486 | 108583 

453730 | 68808 

133332 | 86701 

421709 | 60680 

75379 | 96042 

618793 | 12984 

717179 | 122254 

916006 | 103130 

854017 | 65287 

238003 | 115566 

221326 | 121344 

995978 | 31365 

635481 | 105005 

125760 | 116914 

181263 | 85123 

817391 | 51460 

806278 | 25526 

68033 | 86526 

184580 | 87419 

546871 | 106016 

195683 | 91262 

110010 | 112587 

525049 | 15650 

524996 | 45563 

632235 | 88060 

590581 | 16060 

669075 | 11150 

613913 | 12266 

724097 | 68249 

173752 | 78595 

606300 | 903 

792630 | 34360 

734417 | 81817 

576970 | 8634 

961069 | 37671 

57638 | 29772 

516849 | 30508 

737963 | 26513 

155275 | 27880 

135416 | 84598 

440646 | 25112 

277715 | 37874 

520826 | 20852 

559432 | 121320 

264315 | 80080 

353946 | 80625 

432406 | 74103 

819794 | 68080 

177781 | 85815 

304435 | 21726 

501531 | 25039 

349792 | 42260 

639224 | 19406 

23214 | 5024 

84811 | 9875 

105637 | 31416 

42823 | 8513 

576007 | 110707 

771148 | 82606 

780039 | 75280 

167908 | 104242 

398185 | 105814 

799558 | 2447 78154 

155889 | 85805 

442117 | 40792 

668 | 103718 

238164 | 54743 

924798 | 73097 

594828 | 112876 

25288 | 103327 

926658 | 17143 

845655 | 65261 

728880 | 75178 

534148 | 75828 

408828 | 73443 

635518 | 88744 

754797 | 24573 

31734 | 84596 

238531 | 32507 

96119 | 99095 

112173 | 89008 

869111 | 16904 

864123 | 47095 

48838 | 66631 

652119 | 86569 

707437 | 13584 

217866 | 72639 

854279 | 56088 

641945 | 101538 

745605 | 28441 

577051 | 16076 

312740 | 116328 

53632 | 48862 

201660 | 89933 

540605 | 32399 

909295 | 26434 

79822 | 86856 

268988 | 89002 

864933 | 121515 

671855 | 27624 

324523 | 29905 

44102 | 65532 

66163 | 120389 

752851 | 62040 

322045 | 92596 

392204 | 49307 

300028 | 61441 

450034 | 37740 

26631 | 105733 

490883 | 46365 

415620 | 35083 

767389 | 59361 

609265 | 58572 

622568 | 22577 

149899 | 82915 

793483 | 56776 

79918 | 4938 

895793 | 63806 

204824 | 23729 

704448 | 98892 

2470 | 66632 

517902 | 4757 80465 

419365 | 100899 

694050 | 60010 

280248 | 96684 

74307 | 30820 

